date,actual,forecast
2025-04-04,12920.44,12670.885099999987
2025-04-05,12920.44,12670.885099999987
2025-04-06,12920.44,12670.885099999987
2025-04-07,12947.2,12670.885099999987
2025-04-08,12966.38,12670.885099999987
2025-04-09,12960.38,12670.885099999987
2025-04-10,12973.31,12670.885099999987
2025-04-11,12968.38,12670.885099999987
2025-04-12,12968.38,12670.885099999987
2025-04-13,12968.38,12670.885099999987
2025-04-14,12980.33,12670.885099999987
2025-04-15,12969.56,12670.885099999987
2025-04-16,12980.89,12670.885099999987
2025-04-17,12994.59,12670.885099999987
2025-04-18,12964.43,12670.885099999987
2025-04-19,12964.43,12670.885099999987
2025-04-20,12964.43,12670.885099999987
2025-04-21,12938.2,12670.885099999987
2025-04-22,12909.64,12670.885099999987
2025-04-23,12878.96,12670.885099999987
2025-04-24,12890.43,12670.885099999987
2025-04-25,12927.17,12670.885099999987
2025-04-26,12927.17,12670.885099999987
2025-04-27,12927.17,12670.885099999987
2025-04-28,12957.14,12670.885099999987
2025-04-29,12948.1,12670.885099999987
2025-04-30,12933.16,12670.885099999987
2025-05-01,12920.16,12670.885099999987
2025-05-02,12900.0,12670.885099999987
2025-05-03,12900.0,12670.885099999987
2025-05-04,12900.0,12670.885099999987
2025-05-05,12915.07,12670.885099999987
2025-05-06,12938.01,12670.885099999987
2025-05-07,12924.92,12670.885099999987
2025-05-08,12910.15,12670.885099999987
2025-05-09,12910.15,12670.885099999987
2025-05-10,12910.15,12670.885099999987
2025-05-11,12910.15,12670.885099999987
2025-05-12,12880.35,12670.885099999987
2025-05-13,12895.55,12670.885099999987
2025-05-14,12935.27,12670.885099999987
2025-05-15,12980.16,12670.885099999987
2025-05-16,12965.34,12670.885099999987
2025-05-17,12965.34,12670.885099999987
2025-05-18,12965.34,12670.885099999987
2025-05-19,12917.1,12670.885099999987
2025-05-20,12858.15,12670.885099999987
2025-05-21,12892.91,12670.885099999987
2025-05-22,12937.93,12670.885099999987
2025-05-23,12904.51,12670.885099999987
2025-05-24,12904.51,12670.885099999987
2025-05-25,12904.51,12670.885099999987
2025-05-26,12915.9,12670.885099999987
2025-05-27,12939.93,12670.885099999987
2025-05-28,12886.9,12670.885099999987
2025-05-29,12831.13,12670.885099999987
2025-05-30,12768.26,12670.885099999987
2025-05-31,12768.26,12670.885099999987
2025-06-01,12768.26,12670.885099999987
2025-06-02,12790.43,12670.885099999987
2025-06-03,12834.61,12670.885099999987
2025-06-04,12857.35,12670.885099999987
2025-06-05,12831.81,12670.885099999987
2025-06-06,12831.81,12670.885099999987
2025-06-07,12831.81,12670.885099999987
2025-06-08,12831.81,12670.885099999987
2025-06-09,12777.52,12670.885099999987
2025-06-10,12712.05,12670.885099999987
2025-06-11,12674.37,12670.885099999987
2025-06-12,12646.56,12670.843199999985
2025-06-13,12705.79,12667.448199999986
2025-06-14,12705.79,12670.455599999987
2025-06-15,12705.79,12670.419099999985
2025-06-16,12760.21,12670.406699999985
2025-06-17,12715.13,12671.460499999988
2025-06-18,12668.14,12671.276499999985
2025-06-19,12618.63,12669.893799999983
2025-06-20,12559.26,12666.802199999986
2025-06-21,12559.26,12651.25989999999
2025-06-22,12559.26,12645.587299999992
2025-06-23,12496.94,12638.45669999999
2025-06-24,12410.99,12610.210599999997
2025-06-25,12456.25,12586.515
2025-06-26,12531.78,12584.7752
2025-06-27,12586.41,12609.075599999996
2025-06-28,12586.41,12622.630899999991
2025-06-29,12586.41,12623.59149999999
2025-06-30,12654.13,12629.064799999991
2025-07-01,12694.97,12635.041299999997
2025-07-02,12676.11,12634.837899999999
2025-07-03,12591.71,12629.885699999999
2025-07-04,12557.56,12612.497899999998
2025-07-05,12557.56,12618.563300000003
2025-07-06,12557.56,12618.689400000005
2025-07-07,12606.73,12610.851100000002
2025-07-08,12676.73,12606.806399999994
2025-07-09,12712.09,12626.545299999996
2025-07-10,12653.32,12634.184499999998
2025-07-11,12634.34,12641.65669999999
2025-07-12,12634.34,12648.635199999993
2025-07-13,12634.34,12641.801899999999
2025-07-14,12615.07,12645.4202
2025-07-15,12699.14,12645.517500000002
2025-07-16,12778.12,12652.304599999998
2025-07-17,12758.36,12659.643299999994
2025-07-18,12658.19,12669.142399999993
2025-07-19,12658.19,12668.33369999999
2025-07-20,12658.19,12665.588299999989
2025-07-21,12578.21,12657.693399999995
2025-07-22,12603.52,12613.419599999992
2025-07-23,12704.02,12615.678199999998
2025-07-24,12762.53,12650.487299999995
2025-07-25,12653.48,12664.093699999987
2025-07-26,12653.48,12665.318199999987
2025-07-27,12653.48,12664.393499999987
2025-07-28,12581.73,12661.060599999993
2025-07-29,12514.34,12655.537599999987
2025-07-30,12500.01,12625.4013
2025-07-31,12591.57,12605.692499999997
2025-08-01,12692.42,12632.53199999999
2025-08-02,12692.42,12649.64879999999
2025-08-03,12692.42,12658.417799999988
2025-08-04,12725.16,12660.025699999991
2025-08-05,12621.29,12661.27059999999
2025-08-06,12524.89,12653.624999999993
2025-08-07,12502.99,12624.850099999996
2025-08-08,12593.77,12602.856000000002
2025-08-09,12593.77,12617.535599999992
2025-08-10,12593.77,12624.986299999995
2025-08-11,12672.81,12634.776099999995
2025-08-12,12589.35,12647.602299999997
2025-08-13,12509.83,12636.851299999991
2025-08-14,12497.75,12608.801399999998
2025-08-15,12581.97,12598.875299999998
2025-08-16,12581.97,12614.492699999993
2025-08-17,12581.97,12612.585199999994
2025-08-18,12547.38,12614.497099999997
2025-08-19,12497.19,12617.2959
2025-08-20,12524.92,12595.342699999997
2025-08-21,12466.44,12594.926200000002
2025-08-22,12413.79,12570.905499999993
2025-08-23,12413.79,12570.9933
2025-08-24,12413.79,12563.642600000005
2025-08-25,12357.09,12563.440300000006
2025-08-26,12305.8,12521.374500000007
2025-08-27,12354.65,12404.38810000001
2025-08-28,12412.98,12465.8998
2025-08-29,12482.38,12530.981600000005
2025-08-30,12482.38,12546.013500000003
2025-08-31,12482.38,12538.289400000003
2025-09-01,12482.38,12532.945800000009
2025-09-02,12460.7,12530.837700000005
2025-09-03,12422.9,12522.735700000001
2025-09-04,12374.55,12519.860000000004
2025-09-05,12437.15,12504.686200000006
2025-09-06,12437.15,12508.076600000004
2025-09-07,12437.15,12513.321600000007
2025-09-08,12520.78,12511.968900000003
2025-09-09,12439.41,12520.1301
2025-09-10,12355.14,12509.897700000003
2025-09-11,12360.86,12460.297700000003
2025-09-12,12447.35,12473.771600000005
2025-09-13,12447.35,12502.223000000004
2025-09-14,12447.35,12503.590700000008
2025-09-15,12426.83,12507.171500000008
2025-09-16,12344.61,12509.796500000004
2025-09-17,12285.16,12449.677300000005
2025-09-18,12254.27,12368.470300000008
2025-09-19,12314.71,12344.848400000008
2025-09-20,12314.71,12346.880500000003
2025-09-21,12314.71,12346.937700000002
2025-09-22,12349.87,12340.911700000006
2025-09-23,12257.13,12386.644500000002
2025-09-24,12171.03,12344.328400000006
2025-09-25,12219.08,12315.184100000004
2025-09-26,12199.71,12318.2209
2025-09-27,12199.71,12308.592000000002
2025-09-28,12199.71,12295.551800000001
2025-09-29,12138.67,12269.329300000005
2025-09-30,12067.76,12247.889300000004
2025-10-01,12067.76,12243.891500000003
2025-10-02,12084.1,12226.616600000001
2025-10-03,12099.72,12235.865099999997
2025-10-04,12099.72,12237.873199999998
2025-10-05,12099.72,12234.041599999997
2025-10-06,12060.48,12227.0471
2025-10-07,12022.9,12215.9212
2025-10-08,12038.68,12209.459800000002
2025-10-09,12072.03,12207.659500000003
2025-10-10,12123.38,12206.2335
2025-10-11,12123.38,12199.0993
2025-10-12,12123.38,12194.524900000002
2025-10-13,12140.91,12181.277700000002
2025-10-14,12149.55,12168.332800000002
2025-10-15,12185.11,12168.896100000005
2025-10-16,12233.67,12168.284200000006
2025-10-17,12160.99,12200.229299999999
2025-10-18,12160.99,12177.739600000006
2025-10-19,12160.99,12183.3757
2025-10-20,12108.24,12170.712300000005
2025-10-21,12060.15,12163.189400000005
2025-10-22,12011.02,12147.709900000007
2025-10-23,12101.29,12147.059700000007
2025-10-24,12129.33,12165.728500000001
2025-10-25,12129.33,12167.705999999996
2025-10-26,12129.33,12163.130400000002
2025-10-27,12117.35,12159.554900000003
2025-10-28,12053.46,12160.717100000002
2025-10-29,12004.47,12150.279600000002
2025-10-30,11990.53,12149.1446
2025-10-31,12025.22,12151.0314
2025-11-01,12025.22,12154.933799999999
2025-11-02,12025.22,12159.7337
2025-11-03,12005.09,12147.760699999999
2025-11-04,11972.34,12143.738099999999
2025-11-05,11950.63,12140.082300000002
2025-11-06,11970.67,12138.74
2025-11-07,12022.92,12138.376799999996
2025-11-08,12022.92,12139.548599999998
2025-11-09,12022.92,12139.286199999997
2025-11-10,12060.27,12140.378299999993
2025-11-11,12014.94,12130.467499999995
2025-11-12,11990.0,12121.694099999995
2025-11-13,11972.35,12129.652899999995
2025-11-14,11985.1,12137.070299999998
2025-11-15,11985.1,12134.7327
2025-11-16,11985.1,12133.9429
2025-11-17,12039.61,12133.665999999996
2025-11-18,12009.92,12122.969899999995
2025-11-19,11940.7,12116.311599999994
2025-11-20,11910.93,12116.381099999993
2025-11-21,11914.67,12116.691099999995
2025-11-22,11914.67,12116.679399999995
2025-11-23,11914.67,12116.558199999996
2025-11-24,11971.4,12116.378999999994
2025-11-25,11988.32,12116.638899999996
